0.00	0.10	206	1	0
0.10	0.20	37	0	0
0.20	0.30	32	0	0
0.30	0.40	32	0	0
0.40	0.50	31	3	3
0.50	0.60	36	0	4
0.60	0.70	19	0	0
0.70	0.80	29	0	0
0.80	0.90	37	0	0
0.90	1.00	182	0	0
