0.00	0.10	265	0	212
0.10	0.20	268	0	149
0.20	0.30	364	1	49
0.30	0.40	534	1	4
0.40	0.50	563	0	2
0.50	0.60	374	65	2
0.60	0.70	107	19	1
0.70	0.80	264	213	0
0.80	0.90	54	14	0
0.90	1.00	1236	1181	0
