0.00	0.10	128	61	67
0.10	0.20	5	3	2
0.20	0.30	3	2	1
0.30	0.40	4	1	3
0.40	0.50	12	10	2
0.50	0.60	5	4	1
0.60	0.70	2	2	0
0.70	0.80	6	5	1
0.80	0.90	8	7	1
0.90	1.00	2958	2875	83
