0.00	0.10	97	14	83
0.10	0.20	13	5	8
0.20	0.30	12	5	7
0.30	0.40	9	5	4
0.40	0.50	11	9	2
0.50	0.60	26	12	14
0.60	0.70	15	9	6
0.70	0.80	13	6	7
0.80	0.90	35	20	15
0.90	1.00	87	71	16
