0.00	0.10	97755	1074	94038
0.10	0.20	11223	1032	9681
0.20	0.30	8767	1773	6774
0.30	0.40	8003	2626	5252
0.40	0.50	7543	2262	5156
0.50	0.60	14316	4248	9777
0.60	0.70	20065	7894	11563
0.70	0.80	34546	18633	15431
0.80	0.90	81561	52875	28283
0.90	1.00	38701	25735	12887
