0.00	0.10	91	17	74
0.10	0.20	9	8	1
0.20	0.30	11	5	6
0.30	0.40	9	4	5
0.40	0.50	13	9	4
0.50	0.60	18	8	10
0.60	0.70	17	11	6
0.70	0.80	8	5	3
0.80	0.90	23	13	10
0.90	1.00	102	78	24
