0.00	0.10	86	14	72
0.10	0.20	18	8	10
0.20	0.30	14	4	10
0.30	0.40	9	5	4
0.40	0.50	18	9	9
0.50	0.60	16	10	6
0.60	0.70	8	5	3
0.70	0.80	16	12	4
0.80	0.90	28	18	10
0.90	1.00	97	77	20
